source	source_label	source_level	target	target_label	relation	tier	hops_source	hops_target	rules
v10378	Kotflügelverbreiterung	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v10379	Kühlergrill	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10380	Kühlergrillrahmen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10381	Radabdeckung	baugruppe	e262263	Radkappen, Nabendeckel & Stahlfelgenringe	<	derived	0	1	Hülle<-Seed
v10382	Schürze	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v10383	Schutzleiste Kotflügel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10384	Schutzleiste Seitenwand	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10385	Schutzleiste Tür	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10386	Schwellerleisten	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10387	Sonnendach	baugruppe	e262169	Auto-, Cabrio-, Panorama- & Schiebedächer	<	derived	0	1	Hülle<-Seed+H3|Hülle<-Seed+H7
v10388	Spoiler	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10389	Steinschlagschutz	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10390	Steinschlagschutz Stoßstange	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10391	Stoßstange Grundausführung für Kunststoff SW/Grau mit Nebelscheinwerfer mit Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10392	Stoßstangenabdeckung	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10393	Stoßstangenbefestigung	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10394	Stoßstangenecke	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10395	Stoßstangenhalter	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10396	Stoßstangenträger	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed
v10397	Türgriff	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed
v10398	Türgummi	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10399	Türrahmen	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10400	Verkleidung Innenkotflügel	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v10401	Verkleidung Scheinwerfer	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v10402	Windabweiser Dach	baugruppe	e262153	Schutzvorrichtungen & Schmutzfänger	<	derived	0	1	Hülle<-Seed+H3
v10403	Windabweiser Fenster	baugruppe	e262153	Schutzvorrichtungen & Schmutzfänger	<	derived	0	1	Hülle<-Seed+H3
v10404	Windlauf	baugruppe	e262153	Schutzvorrichtungen & Schmutzfänger	<	derived	0	1	Hülle<-Seed+H3
v10405	Ziergitter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10406	Zierleiste	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10489	Dichtung für Frontscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10490	Dichtung für Motorhaube	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10492	Dichtung für Heckscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10497	Emblem	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed
v10520	Schneeketten	baugruppe	e262264	Autoreifen-Zubehör	<	derived	0	1	Hülle<-Seed
v10523	Türdichtung	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10528	Wischerblatt	baugruppe	e174111	Scheiben- & Scheinwerferreinigung	<	derived	0	1	Hülle<-Seed
v10530	Hauptscheinwerfer höhenverstellbar	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10531	Hauptscheinwerfer nicht höhenverstellbar	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10532	Hecktür (1-türig) mit Fensterausschnitt	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10533	Hecktür (1-türig) geschlossen	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10534	Hecktür (2-türig) mit Fensterausschnitt	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10535	Hecktür (2-türig) geschlossen	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10554	Heckklappe mit Fensterausschnitt	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10555	Heckklappe geschlossen	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v10556	Schiebetür mit Fensterausschnitt	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3|Hülle<-Seed+H7
v10557	Schiebetür geschlossen	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3|Hülle<-Seed+H7
v10561	Bremsleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10562	E-Satz (Anhängerkupplung)	baugruppe	e180143	Anhängerkupplungen & Abschleppteile	<	derived	0	1	Hülle<-Seed
v10564	Frontscheibe mit grünem Bandfilter	baugruppe	e33683	Fenster-, Heck- & Windschutzscheibenteile	<	derived	0	1	Hülle<-Seed+H4
v10565	Frontscheibe mit blauem Bandfilter	baugruppe	e33683	Fenster-, Heck- & Windschutzscheibenteile	<	derived	0	1	Hülle<-Seed+H4
v10566	Frontscheibe mit brozenem Bandfilter	baugruppe	e33683	Fenster-, Heck- & Windschutzscheibenteile	<	derived	0	1	Hülle<-Seed+H4
v10567_65	Kotflügel ohne Blinker mit Antennenloch, hinten links	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10567_66	Kotflügel ohne Blinker mit Antennenloch, hinten rechts	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10568_65	Kotflügel mit Blinker ohne Antennenloch, hinten links	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10568_66	Kotflügel mit Blinker ohne Antennenloch, hinten rechts	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10569_65	Kotflügel ohne Blinker ohne Antennenloch, hinten links	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10569_66	Kotflügel ohne Blinker ohne Antennenloch, hinten rechts	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10570	Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10571	Stoßstange Grundausführung für Kunststoff SW/grau ohne Nebelscheinwerfer mit Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10572	Stoßstange Grundausführung für Kunststoff SW/grau ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10573	Stoßstange teilgrundiert mit Nebelscheinwerfer mit Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10574	Stoßstange teilgrundiert mit Nebelscheinwerfer ohne Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10575	Stoßstange teilgrundiert ohne Nebelscheinwerfer mit Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10576	Stoßstange teilgrundiert ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10577	Stoßstange teillackiert mit Nebelscheinwerfer mit Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10578	Stoßstange teillackiert mit Nebelscheinwerfer ohne Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10579	Stoßstange teillackiert ohne Nebelscheinwerfer mit Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10580	Stoßstange teillackiert ohne Nebelscheinwerfer ohne Spoiler	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10584	Außenspiegel elektrisch teilgrundiert	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H7
v10585	Außenspiegel elektrisch grundiert	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H7
v10586	Außenspiegel elektrisch Standard	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H7
v10593	Anhängerkupplung mit E-Satz nicht abnehmbar	baugruppe	e180143	Anhängerkupplungen & Abschleppteile	<	derived	0	1	Hülle<-Seed+H3
v10594	Anhängerkupplung ohne E-Satz nicht abnehmbar	baugruppe	e180143	Anhängerkupplungen & Abschleppteile	<	derived	0	1	Hülle<-Seed+H3
v10602	Außenspiegel mechanisch lackiert	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H7
v10603	Außenspiegel mechanisch teilgrundiert	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H7
v10604	Außenspiegel mechanisch grundiert	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H7
v10605	Außenspiegel mechanisch Standard	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H7
v10609	Außenspiegel	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed
v10610_65	Kotflügel, hinten links	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10610_66	Kotflügel, hinten rechts	position	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H5
v10611	Stoßstange	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v10612	Anhängerkupplung ohne E-Satz abnehmbar	baugruppe	e180143	Anhängerkupplungen & Abschleppteile	<	derived	0	1	Hülle<-Seed+H3
v10622	Wischergestänge	baugruppe	e174111	Scheiben- & Scheinwerferreinigung	<	derived	0	1	Hülle<-Seed+H3
v10634	Dach geschlossen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10644	Deckel Verdeckkasten	baugruppe	e262169	Auto-, Cabrio-, Panorama- & Schiebedächer	<	derived	0	1	Hülle<-Seed+H3
v10646	Streuscheibe Hauptscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10647	Streuscheibe Fernscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10648	Kappe Hauptscheinwerfer	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10649	Streuscheibe Nebelscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10650	Scheinwerfereinsatz Fernscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10651	Scheinwerfereinsatz Hauptscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10652	Scheinwerfereinsatz Nebelscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10653	Lichtscheibe für Blinkleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10654	Lichtscheibe für Heckleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10655	Glühlampe Blinkleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v10656	Glühlampe Hauptscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v10657	Glühlampe Kennzeichenleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v10658	Glühlampe Nebelschlußleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v10659	Einstiegblech	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10660	Frontscheibenrahmen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10661	Rückfahrleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v10662	Begrenzungsleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10663	Wischgummi	baugruppe	e174111	Scheiben- & Scheinwerferreinigung	<	derived	0	1	Hülle<-Seed+H4
v10664	Heckwand	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10665	Gehäuse Heckleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10666	Verbreiterungssatz Kotflügel	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v10667	Lampenträger Blinkleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10668	Lampenträger Bremsleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10669	Lampenträger Heckleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10670	Lampenträger Schlußleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10671	Stellelement für Leuchtweiteregulierung	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H3
v10672	Stellelement für Außenspiegel	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H3
v10673	Halter Außenspiegel	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H3
v10674	Scheinwerferleiste	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H3
v10675	Seitenwand	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed
v10675_1	Seitenwand, links	position	e262166	Seitenwände & Kotflügel Hinten	<	derived	1	0	Hülle<-Seed
v10675_17	Seitenwand, vorne links	position	e262166	Seitenwände & Kotflügel Hinten	<	derived	1	0	Hülle<-Seed
v10675_18	Seitenwand, vorne rechts	position	e262166	Seitenwände & Kotflügel Hinten	<	derived	1	0	Hülle<-Seed
v10675_2	Seitenwand, rechts	position	e262166	Seitenwände & Kotflügel Hinten	<	derived	1	0	Hülle<-Seed
v10675_65	Seitenwand, hinten links	position	e262166	Seitenwände & Kotflügel Hinten	<	derived	1	0	Hülle<-Seed
v10675_66	Seitenwand, hinten rechts	position	e262166	Seitenwände & Kotflügel Hinten	<	derived	1	0	Hülle<-Seed
v10676	Karosserie	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10677	Umrißleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10678	Trittbrett	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10679	Umrüstsatz Scheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10684	Verkleidung Dachabschluss	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10685	Verkleidung Dachrahmen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10686	Verkleidung Schweller	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10704	Dichtung für Koffer-/Laderaumklappe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v10748	Schutzleiste Schweller	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10749	Motor Heckklappe	baugruppe	e262111	Elektromotoren & -teile	<	derived	0	1	Hülle<-Seed+H3
v10752	Scheinwerfereinsatz für Suchscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10757	Lüftungsgitter für Stoßfänger	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed
v10764	Waschwasserdüse für Scheibenreinigung	baugruppe	e174111	Scheiben- & Scheinwerferreinigung	<	derived	0	1	Hülle<-Seed+H4
v10776	Gasfeder für Motorhaube	baugruppe	e262155	Motorhauben & Teile	<	derived	0	1	Hülle<-Seed
v10801	Zier-/Schutzleiste für Frontverkleidung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10812	Sensor für Außentemperatur	baugruppe	e33542	Klima- & Heizungsanlagen	<	derived	0	1	Hülle<-Seed+H3
v10816	Spoiler für Kühlergitter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v10845	Sensor für Außentemperatur	baugruppe	e33542	Klima- & Heizungsanlagen	<	derived	0	1	Hülle<-Seed+H3
v10859	Heckleuchtensatz	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v10903	Schließzylinder für Zündschloß	baugruppe	e33694	Innenausstattung	<	derived	0	1	Hülle<-Seed+H4
v10903	Schließzylinder für Zündschloß	baugruppe	e262150	Gasfedern, Verschlüsse, Scharniere & weitere Teile	<	derived	1	0	Hülle<-Seed+H3
v10940	Fahrradträger Dach	baugruppe	e262215	Transportsysteme	<	derived	0	1	Hülle<-Seed+H3
v10941	Fahrradträger Heck	baugruppe	e262215	Transportsysteme	<	derived	0	1	Hülle<-Seed+H3
v10957	Schiebedach Glas	baugruppe	e262169	Auto-, Cabrio-, Panorama- & Schiebedächer	<	derived	0	1	Hülle<-Seed+H3|Hülle<-Seed+H7
v10958	Schiebedach Metall	baugruppe	e262169	Auto-, Cabrio-, Panorama- & Schiebedächer	<	derived	0	1	Hülle<-Seed+H3|Hülle<-Seed+H7
v11009	Clip für Stoßfänger	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11012	Dichtung für Heckscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11022	Dichtung für Seitenscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11047	Gasfeder für Heckscheibe	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11048	Gehäuse für Kennzeichenleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11052	Glühlampe für Brems-/Schlusslicht	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11053	Glühlampe für Hauptlichtschalter	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v11058	Glühlampe für Nebelscheinwerfer	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11059	Glühlampe für Park-/Positionsleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11060	Glühlampe für Rückfahrleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11062	Halter für Hauptscheinwerfer	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11065	Heckklappengriff	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v11070	Kofferraumleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v11084	Nebelscheinwerfersatz	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3|Hülle<-Seed+H7
v11090	Puffer für Motorhaube	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11134	Tankdeckelschloss	baugruppe	e33549	Luft- & Kraftstoffversorgung	<	derived	0	1	Hülle<-Seed+H3
v11136	Türgriffbetätigung	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v11137	Türscharnier	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed+H3
v11148	Verriegelungsknopf	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11215	Teilepaket Front	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v11216	Teilepaket Heck	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v11223	Zusatzbremsleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11224	Heckscheibenrahmen	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11233	Frontscheibe	baugruppe	e33683	Fenster-, Heck- & Windschutzscheibenteile	<	derived	0	1	Hülle<-Seed+H4
v11234	Anhängerkupplung	baugruppe	e180143	Anhängerkupplungen & Abschleppteile	<	derived	0	1	Hülle<-Seed+H3
v11242	Verdeckgriff	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11246	Tankentlüftungsventil	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11248	Unterfahrschutz	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11259	Frontschutzbügel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11260	Getriebe Schiebedach	baugruppe	e262169	Auto-, Cabrio-, Panorama- & Schiebedächer	<	derived	0	1	Hülle<-Seed+H3
v11266	Ladebordwand	baugruppe	e262147	Türen, Kofferraumdeckel & Klappen	<	derived	0	1	Hülle<-Seed
v11288	Karosserieboden	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v11290	Halterahmen, Scheibenreinigungsanlage	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11291	Karosserieboden Koffer-/Laderaum	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v11292	Halter für Kühlergitter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11293	Hauptscheinwerfergehäuse	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11294	Nebelscheinwerferrahmen	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v11296	Reserveradwanne	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11297	Stoßfängerabdeckung für Anhängevorrichtung	baugruppe	e262145	Stoßstangen & Teile	<	derived	0	1	Hülle<-Seed+H3
v11298	Trittbrettstufe für Anhängevorrichtung	baugruppe	e180143	Anhängerkupplungen & Abschleppteile	<	derived	0	1	Hülle<-Seed+H4
v11299	Dachsäule	baugruppe	e262165	Kotflügel, Seitenwände & Tankdeckel	<	derived	0	1	Hülle<-Seed+H4
v11300	Zier-/Schutzleistensatz für Stoßfänger	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v11301	Nebelscheinwerferkappe	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v11302	Rückstrahler	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11303	Leuchtenaufnahme	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11309	Abdeckung	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11310	Gitter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11311	Haltersatz für Stoßfänger	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11313	Zier-/Schutzleistensatz für Kühlergitter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H3
v11314	Reflektor für Positions-/Begrenzungsleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11315	Tagfahrleuchte	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11316	Außenspiegelblende	baugruppe	e262160	Außenspiegel & Teile	<	derived	0	1	Hülle<-Seed+H3
v11319	Kühlergittereinsatz	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11320	Tagfahrleuchtensatz	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H3
v11324	Ersatzradhalter	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11325	Persening	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11326	Abbiegelicht	baugruppe	e33707	Beleuchtung	<	derived	0	1	Hülle<-Seed+H4
v11329	Stellmotor Tankklappe	baugruppe	e262111	Elektromotoren & -teile	<	derived	0	1	Hülle<-Seed+H3
v11334	Radmutternsatz	baugruppe	e262264	Autoreifen-Zubehör	<	derived	0	1	Hülle<-Seed+H4
v11340	Überrollbügel	baugruppe	e33637	Karosserie-, Anbauteile & Zubehör	<	derived	0	1	Hülle<-Seed+H4
