ID,Bezeichnung,Konflikte,Muster SUB,Muster PART,Muster HG,A: Hauptgruppe,B: Hauptgruppe,A: subClassOf,B: subClassOf,A: partOf,B: partOf,A: Erläuterung,B: Erläuterung,ENTSCHEIDUNG (nur Ausnahmen),Kommentar C
11484,Glühlampe für Bremsleuchte,SUB,SUB-010,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21001 „Leuchtmittel (Glühlampen & Brenner)“,10561 Bremsleuchte,10561 Bremsleuchte,,,,
11486,Glühlampe für Kofferraumleuchte,SUB,SUB-010,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21001 „Leuchtmittel (Glühlampen & Brenner)“,11070 Kofferraumleuchte,11070 Kofferraumleuchte,,,,
11060,Glühlampe für Rückfahrleuchte,SUB,SUB-010,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21001 „Leuchtmittel (Glühlampen & Brenner)“,10661 Rückfahrleuchte,10661 Rückfahrleuchte,,,,
11488,Glühlampe für Rückleuchte,SUB,SUB-010,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21001 „Leuchtmittel (Glühlampen & Brenner)“,10260 Rückleuchte,10260 Rückleuchte,,,,
11490,Glühlampe für Zusatzbremsleuchte,SUB,SUB-010,,,3 Karosserie,3 Karosserie,20013 „Beleuchtung / Elektrik hinten“,21001 „Leuchtmittel (Glühlampen & Brenner)“,11223 Zusatzbremsleuchte,11223 Zusatzbremsleuchte,,,,
11632,Rollenführung für Schiebetür,"SUB, PART",SUB-011,PART-026,,3 Karosserie,3 Karosserie,20009 „Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10352 Schiebetür,,,,
10167,Türbremse,SUB,SUB-011,,,3 Karosserie,3 Karosserie,20009 „Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10355 Tür,10355 Tür,,ältere Bezeichnung für Türfeststeller,,
10168,Türfeststeller,SUB,SUB-011,,,3 Karosserie,3 Karosserie,20009 „Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10355 Tür,10355 Tür,,,,
10397,Türgriff,SUB,SUB-011,,,3 Karosserie,3 Karosserie,20009 „Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10355 Tür,10355 Tür,,,,
11136,Türgriffbetätigung,"SUB, PART",SUB-011,PART-018,,3 Karosserie,3 Karosserie,20009 „Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10355 Tür,10397 Türgriff,,,,
11710,Türgriffrahmen,"SUB, PART",SUB-011,PART-018,,3 Karosserie,3 Karosserie,20009 „Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10355 Tür,10397 Türgriff,,,,
11137,Türscharnier,SUB,SUB-011,,,3 Karosserie,3 Karosserie,20009 „Türen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10355 Tür,10355 Tür,,,,
10625,Felge Alu,"SUB, PART",SUB-012,PART-041,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,21024 „Räder & Bereifung“,10623 Alufelgen Satz,— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk)",,
10498,Felge Stahl,"SUB, PART",SUB-012,PART-007,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,21024 „Räder & Bereifung“,11261 Kompletträder,— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk)",,
11261,Kompletträder,SUB,SUB-012,,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,21024 „Räder & Bereifung“,— (leer),— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk)",,
11334,Radmutternsatz,SUB,SUB-012,,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,21024 „Räder & Bereifung“,— (leer),— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk)",,
10517,Reifen,"SUB, PART",SUB-012,PART-007,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,21024 „Räder & Bereifung“,11261 Kompletträder,— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk)",,
10518,Reifen auf Alufelge,"SUB, PART",SUB-012,PART-007,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,21024 „Räder & Bereifung“,11261 Kompletträder,— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk) | montiertes Komplettrad (Alufelge)",,
10519,Reifen auf Stahlfelge,"SUB, PART",SUB-012,PART-007,,1 Unterboden,1 Unterboden,30000 „Fahrwerk/ Lenkung“,21024 „Räder & Bereifung“,11261 Kompletträder,— (leer),HG: Räder ordnet man sinnvollerweise dem Fahrwerk / Unterboden zu,"HG: Rad/Reifen ist Fahrwerksteil, kein Karosserieteil; Zuordnung zu Unterboden (Achsen/Fahrwerk) | montiertes Komplettrad (Stahlfelge)",,
10037,Fanghaken Klappe,"SUB, PART",SUB-013,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10351 Motorhaube,,Sicherungshaken der Motorhaube,,
10067,Klappenschlosszug,"SUB, PART",SUB-013,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10351 Motorhaube,,Syn. Betätigungszug Motorhaube,,
10110,Motorhaubenzug,"SUB, PART",SUB-013,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10351 Motorhaube,,Entriegelungszug,,
10135,Schließbolzen,SUB,SUB-013,,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),— (leer),,"Schlosskomponente, Einbauort unspezifisch",,
10136,Schließplatte,SUB,SUB-013,,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),— (leer),,"Schließblech, Einbauort unspezifisch",,
10144,Schloss Motorhaube,"SUB, PART",SUB-013,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10351 Motorhaube,,,,
11355,Anhängebock für Anhängevorrichtung,"SUB, PART",SUB-014,PART-011,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21022 „Anhängevorrichtung & Zubehör“,— (leer),11234 Anhängerkupplung,,,,
11234,Anhängerkupplung,"HG, SUB, PART",SUB-014,PART-001,HG-001,5 Sonstige,3 Karosserie,20011 „Karosserie hinten aussen“,21022 „Anhängevorrichtung & Zubehör“,— (leer),HG3 Karosserie,HG: Klassisches Zubehörteil,,,
11360,Anschraubplatte für Anhängevorrichtung,"SUB, PART",SUB-014,PART-011,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21022 „Anhängevorrichtung & Zubehör“,— (leer),11234 Anhängerkupplung,,,,
10562,E-Satz (Anhängerkupplung),"HG, SUB, PART",SUB-014,PART-038,HG-001,5 Sonstige,3 Karosserie,20011 „Karosserie hinten aussen“,21022 „Anhängevorrichtung & Zubehör“,10593 Anhängerkupplung mit E-Satz nicht abnehmbar,11234 Anhängerkupplung,HG: Klassisches Zubehörteil | Parent Part no ist auch 10361,Elektroinstallation der AHK,,
10088,Kugelkopf Anhängerkupplung,"HG, SUB, PART",SUB-014,PART-011,HG-001,5 Sonstige,3 Karosserie,20011 „Karosserie hinten aussen“,21022 „Anhängevorrichtung & Zubehör“,— (leer),11234 Anhängerkupplung,HG: Klassisches Zubehörteil,,,
11298,Trittbrettstufe für Anhängevorrichtung,"SUB, PART",SUB-014,PART-011,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21022 „Anhängevorrichtung & Zubehör“,— (leer),11234 Anhängerkupplung,,,,
11475,Blinkergehäuse,SUB,SUB-015,,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,10192 Blinker,10192 Blinker,,,,
10667,Lampenträger Blinkleuchte,SUB,SUB-015,,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,10192 Blinker,10192 Blinker,,,,
10653,Lichtscheibe für Blinkleuchte,SUB,SUB-015,,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,10192 Blinker,10192 Blinker,,,,
11557,Lichtscheibe für Positionsleuchte,"SUB, PART",SUB-015,PART-060,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,10662 Begrenzungsleuchte,10283 Standleuchte,,Positionsleuchte = Standleuchte,,
11605,Reflektor für Blinkleuchte,SUB,SUB-015,,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,10192 Blinker,10192 Blinker,,,,
11314,Reflektor für Positions-/Begrenzungsleuchte,SUB,SUB-015,,,3 Karosserie,3 Karosserie,— (leer),21004 „Leuchten-Anbau- & Ersatzkomponenten“,10662 Begrenzungsleuchte,10662 Begrenzungsleuchte,,,,
11805,Elektro-Seilwinde,"SUB, PART",SUB-016,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Anbaugerät Frontbereich,,
11809,Heckleiter,"SUB, PART",SUB-016,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Aufstiegsleiter (Nfz/Reisemobil),,
11811,Hydro-Seilwinde komplett,"SUB, PART",SUB-016,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,,,
11813,Konsole Seilwinde,"SUB, PART",SUB-016,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,,,
11266,Ladebordwand,"SUB, PART",SUB-016,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,Nfz-Bordwand/Ladeklappe,,
11755,Pritschenaufbau komplett,"SUB, PART",SUB-016,PART-001,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21026 „Nutzfahrzeug-Aufbauten & Anbaugeräte“,— (leer),HG3 Karosserie,,,,
10359,Abdeckung Außenspiegel,SUB,SUB-017,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21027 „Außenverkleidungen & Abdeckungen“,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",,,
11658,Schwellerverkleidung,"SUB, PART",SUB-017,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),HG3 Karosserie,,,,
10684,Verkleidung Dachabschluss,"SUB, PART",SUB-017,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),HG3 Karosserie,,,,
10685,Verkleidung Dachrahmen,"SUB, PART",SUB-017,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),HG3 Karosserie,,,,
10686,Verkleidung Schweller,"SUB, PART",SUB-017,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21027 „Außenverkleidungen & Abdeckungen“,— (leer),HG3 Karosserie,,,,
10611,Stoßstange,"SUB, PART",SUB-018,PART-001,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21012 „Stoßfängersystem“,— (leer),HG3 Karosserie,,,,
10392,Stoßstangenabdeckung,"SUB, PART",SUB-018,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21012 „Stoßfängersystem“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no ist auch 10571-10580, 10611",,,
10394,Stoßstangenecke,"SUB, PART",SUB-018,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21012 „Stoßfängersystem“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no ist auch 10571-10580, 10611",,,
10396,Stoßstangenträger,"SUB, PART",SUB-018,PART-002,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21012 „Stoßfängersystem“,— (leer),10676 Karosserie,,Querträger des Stoßfängersystems,,
11712,Umrüstsatz Stoßfänger,SUB,SUB-018,,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21012 „Stoßfängersystem“,— (leer),— (leer),,Umbau-Set,,
11009,Clip für Stoßfänger,"SUB, PART",SUB-019,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21025 „Karosserie-Befestigungs- & Kleinteile“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no is auch 10571-10580, 10611",,,
11311,Haltersatz für Stoßfänger,"SUB, PART",SUB-019,PART-024,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),10611 Stoßstange,,,,
11581,Montagesatz für Stoßfänger,"SUB, PART",SUB-019,PART-024,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21025 „Karosserie-Befestigungs- & Kleinteile“,— (leer),10611 Stoßstange,,,,
10393,Stoßstangenbefestigung,"SUB, PART",SUB-019,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21025 „Karosserie-Befestigungs- & Kleinteile“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no ist auch 10571-10580, 10611",,,
10395,Stoßstangenhalter,"SUB, PART",SUB-019,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,21025 „Karosserie-Befestigungs- & Kleinteile“,10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no ist auch 10571-10580, 10611",,,
10023,Dämpfer Hecktür,"SUB, PART",SUB-020,PART-027,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10349 Hecktür,,,,
10377,Heckklappendämpfer,"SUB, PART",SUB-020,PART-008,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10347 Heckklappe / Heckdeckel,,,,
11065,Heckklappengriff,SUB,SUB-020,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,10347 Heckklappe / Heckdeckel,10347 Heckklappe / Heckdeckel,"Parent Prt auch 10554,10555",,,
11897,Heckklappenscharnier,"SUB, PART",SUB-020,PART-008,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10347 Heckklappe / Heckdeckel,,,,
10776,Gasfeder für Motorhaube,"SUB, PART",SUB-021,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10351 Motorhaube,,,,
10066,Klappenscharnier,SUB,SUB-021,,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),— (leer),,generisch; zugehörige Klappe nicht spezifiziert,,
10068,Klappenstützen,SUB,SUB-021,,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),— (leer),,"Stützstangen für Klappe, generisch",,
10109,Motorhaubenscharnier,"SUB, PART",SUB-021,PART-005,,3 Karosserie,3 Karosserie,20002 „Karosserie vorne Innen“,21008 „Anbau- & Mechanikteile für Türen und Klappen“,— (leer),10351 Motorhaube,,,,
10142,Schloss Heckdeckel,"SUB, PART",SUB-022,PART-008,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10347 Heckklappe / Heckdeckel,,,,
10143,Schloss Hecktür,SUB,SUB-022,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21009 „Schließsystem & Fahrzeugzugang“,10349 Hecktür,10349 Hecktür,Parent part auch 10532-10535,,,
11761,Schloss Hecktür,SUB,SUB-022,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21009 „Schließsystem & Fahrzeugzugang“,10349 Hecktür,10349 Hecktür,Parent part auch 10532-10535,Dublette zu 10143; identisch behandelt,,
10145,Schlosszapfen,SUB,SUB-022,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),— (leer),,Schließkeil/-zapfen,,
10565,Frontscheibe mit blauem Bandfilter,SUB,SUB-023,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,11233 Frontscheibe,— (leer),— (leer),,,,
10566,Frontscheibe mit brozenem Bandfilter,SUB,SUB-023,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,11233 Frontscheibe,— (leer),— (leer),,,,
10564,Frontscheibe mit grünem Bandfilter,SUB,SUB-023,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,11233 Frontscheibe,— (leer),— (leer),,,,
10346,Frontscheibe ohne Bandfilter,SUB,SUB-023,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,11233 Frontscheibe,— (leer),— (leer),,,,
10350,Kotflügel mit Blinker mit Antennenloch,SUB,SUB-024,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,10610 Kotflügel,— (leer),— (leer),,,,
10568,Kotflügel mit Blinker ohne Antennenloch,SUB,SUB-024,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,10610 Kotflügel,— (leer),— (leer),,,,
10567,Kotflügel ohne Blinker mit Antennenloch,SUB,SUB-024,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,10610 Kotflügel,— (leer),— (leer),,,,
10569,Kotflügel ohne Blinker ohne Antennenloch,SUB,SUB-024,,,3 Karosserie,3 Karosserie,20001 „Karosserie vorne Aussen“,10610 Kotflügel,— (leer),— (leer),,,,
10361,Anhängerkupplung mit E-Satz abnehmbar,"HG, SUB",SUB-025,,HG-001,5 Sonstige,3 Karosserie,20011 „Karosserie hinten aussen“,11234 Anhängerkupplung,— (leer),— (leer),HG: Klassisches Zubehörteil,,,
10593,Anhängerkupplung mit E-Satz nicht abnehmbar,"HG, SUB",SUB-025,,HG-001,5 Sonstige,3 Karosserie,20011 „Karosserie hinten aussen“,11234 Anhängerkupplung,— (leer),— (leer),HG: Klassisches Zubehörteil,,,
10612,Anhängerkupplung ohne E-Satz abnehmbar,"HG, SUB, PART",SUB-025,PART-040,HG-001,5 Sonstige,3 Karosserie,20011 „Karosserie hinten aussen“,11234 Anhängerkupplung,10361 Anhängerkupplung mit E-Satz abnehmbar,— (leer),HG: Klassisches Zubehörteil,,,
10594,Anhängerkupplung ohne E-Satz nicht abnehmbar,"HG, SUB, PART",SUB-025,PART-039,HG-001,5 Sonstige,3 Karosserie,20011 „Karosserie hinten aussen“,11234 Anhängerkupplung,10593 Anhängerkupplung mit E-Satz nicht abnehmbar,— (leer),HG: Klassisches Zubehörteil,,,
10609,Außenspiegel,"SUB, PART",SUB-026,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21006 „Außenspiegel & Spiegelkomponenten“,— (leer),HG3 Karosserie,,,,
11316,Außenspiegelblende,SUB,SUB-026,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21006 „Außenspiegel & Spiegelkomponenten“,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",,,
10363,Außenspiegelgehäuse,SUB,SUB-026,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21006 „Außenspiegel & Spiegelkomponenten“,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",,,
10364,Außenspiegelglas,SUB,SUB-026,,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,21006 „Außenspiegel & Spiegelkomponenten“,10609 Außenspiegel,10609 Außenspiegel,"Parent Part auch 10584-10586, 10602-10605",,,
12059,Blende Seitenblinker,"SUB, PART",SUB-027,PART-063,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),10192 Blinker,,Seitenblinker über generische Baugruppe Blinker referenziert,,
10371,Dachzierleiste,"SUB, PART",SUB-027,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,,,
10748,Schutzleiste Schweller,"SUB, PART",SUB-027,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,Schweller nicht als eigene Baugruppe vorhanden,,
10386,Schwellerleisten,"SUB, PART",SUB-027,PART-001,,3 Karosserie,3 Karosserie,20005 „Karosserie Mitte aussen“,"21016 „Zier- & Schutzleisten, Blenden, Embleme“",— (leer),HG3 Karosserie,,,,
10375,Grill Windlauf,"SUB, PART",SUB-028,PART-033,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,"21017 „Kühlergrill, Gitter & Luftführungen“",— (leer),10404 Windlauf,,Windlaufgitter (Wasserkastenabdeckung),,
10379,Kühlergrill,"SUB, PART",SUB-028,PART-001,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,"21017 „Kühlergrill, Gitter & Luftführungen“",— (leer),HG3 Karosserie,,,,
10380,Kühlergrillrahmen,SUB,SUB-028,,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,"21017 „Kühlergrill, Gitter & Luftführungen“",10379 Kühlergrill,10379 Kühlergrill,,,,
10757,Lüftungsgitter für Stoßfänger,"SUB, PART",SUB-028,PART-003,,3 Karosserie,3 Karosserie,20000 „Stossfänger vorne / hinten“,"21017 „Kühlergrill, Gitter & Luftführungen“",10570 Stoßstange Grundausführung für Kunststoff SW/grau mit Nebelscheinwerfer ohne Spoiler,10611 Stoßstange,"Parent Part no is auch 10571-10580, 10611",,,
10533,Hecktür (1-türig) geschlossen,SUB,SUB-029,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10349 Hecktür,— (leer),— (leer),,,,
10532,Hecktür (1-türig) mit Fensterausschnitt,SUB,SUB-029,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10349 Hecktür,— (leer),— (leer),,,,
10535,Hecktür (2-türig) geschlossen,SUB,SUB-029,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10349 Hecktür,— (leer),— (leer),,,,
10534,Hecktür (2-türig) mit Fensterausschnitt,SUB,SUB-029,,,3 Karosserie,3 Karosserie,20014 „Hecktür/ Klappe/ Kofferdeckel“,10349 Hecktür,— (leer),— (leer),,,,
12073,Heckscheibenöffner,"SUB, PART",SUB-030,PART-014,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10348 Heckscheibe,,Entriegelung separat öffnender Heckscheibe,,
11134,Tankdeckelschloss,"SUB, PART",SUB-030,PART-048,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),10163 Tankverschluss,,,,
10163,Tankverschluss,"SUB, PART",SUB-030,PART-020,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21009 „Schließsystem & Fahrzeugzugang“,— (leer),11438 Einfüllstutzen für Kraftstoffbehälter,,Verschlussdeckel auf Einfüllstutzen (HG1); Zugangs-/Verschlusssystem,,
11895,Tür-Zuzieh-Hilfe,SUB,SUB-031,,,3 Karosserie,3 Karosserie,20009 „Türen“,21009 „Schließsystem & Fahrzeugzugang“,10355 Tür,10355 Tür,,Softclose-Zuziehhilfe,,
10169,Türschloss,SUB,SUB-031,,,3 Karosserie,3 Karosserie,20009 „Türen“,21009 „Schließsystem & Fahrzeugzugang“,10355 Tür,10355 Tür,,,,
11834,Türschlüssel,"SUB, PART",SUB-031,PART-062,,3 Karosserie,3 Karosserie,20009 „Türen“,21009 „Schließsystem & Fahrzeugzugang“,10355 Tür,— (leer),,Fahrzeugschlüssel,,
10205,Fensterheber,"SUB, PART",SUB-032,PART-017,,3 Karosserie,3 Karosserie,20009 „Türen“,21010 „Fensterheber & Scheibenbetätigung“,— (leer),10355 Tür,,,,
11481,Gleitbacke für Fensterheber,"SUB, PART",SUB-032,PART-021,,3 Karosserie,3 Karosserie,20009 „Türen“,21010 „Fensterheber & Scheibenbetätigung“,— (leer),10205 Fensterheber,,,,
10233,Motor Fensterheber,"SUB, PART",SUB-032,PART-021,,3 Karosserie,3 Karosserie,20009 „Türen“,21010 „Fensterheber & Scheibenbetätigung“,— (leer),10205 Fensterheber,,,,
10337,Abschlussblech,"SUB, PART",SUB-033,PART-002,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,Heckabschlussblech,,
10664,Heckwand,"SUB, PART",SUB-033,PART-002,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,,,
10675,Seitenwand,"SUB, PART",SUB-033,PART-002,,3 Karosserie,3 Karosserie,20011 „Karosserie hinten aussen“,21013 „Karosserie-Blech- & Außenhautteile“,— (leer),10676 Karosserie,,"hinteres Seitenteil, geschweißt",,
